userName,content,score,at,appVersion
Vicky Dixon,Crashes every game if I click too much I tried another game like this on the app store no issues with the other game,1,2023-10-15 22:39:27,2.8.0
Abd Alslam Hasan,Nice,5,2023-10-15 22:46:19,2.8.0
Allyson Huckabone,Ive played this game for some time now but all of a sudden it wont let me play It says I need to turn on a storage permission but it is on and it still wont play,2,2023-10-15 22:52:27,2.8.0
Nashad Lakhanlall,Good game,5,2023-10-15 23:24:25,2.8.0
Marcus,Please fix the single tap gun shot sound glitch on livik map and new map nusa The gun shot sound of player is same like a bot gun shot And the other animation of clothes from rp didnt work Please fix thank you,1,2023-10-16 00:51:17,2.8.0
Asjad Ali,Worst experience,1,2023-10-16 01:21:20,2.8.0
thi mi,I actually change my mind very good game but the the problem is that the weapon damage and sound is questionable and when is HD going to be available for android and other mobile devices but the first person needs a little upgrade but my only complaint is that there needs to be more LMGs and more weapons of mass destruction,4,2023-10-16 01:29:47,2.8.0
Han Zaw Win,good,5,2023-10-16 01:58:15,2.8.0
Abbas Afghan,Good game to play with friends ,5,2023-10-16 01:58:55,2.8.0
Nana Kwame,All I can say is PUBG mobile is the best online game ever but there isnt an Africa server for Africa players please bring up one,5,2023-10-16 02:07:40,2.8.0
Malik Awan,Now you are going to see the power of Muslim,1,2023-10-16 03:41:51,2.8.0
Abolbaset,So fantastic ,5,2023-10-16 03:43:42,2.8.0
Okoli Chibueze,World Best Game I Have Seen ,5,2023-10-16 03:58:37,2.8.0
ZAY Ya Phyo,Ok,5,2023-10-16 04:21:20,2.8.0
Mr. Unknows,This game Many cheater,2,2023-10-16 04:28:21,2.8.0
Abbasi Abbasi,This is very good game,5,2023-10-16 04:46:38,2.8.0
Ali Raza,This game is more batter,5,2023-10-16 04:49:16,2.8.0
Andy Dahdah,I love this game,5,2023-10-16 04:52:31,2.8.0
tshepi kea,It keeps crushing when i play it and the graphics are so bad,1,2023-10-15 21:21:26,2.8.0
Babba Jani,Good game,2,2023-10-15 20:52:33,2.8.0
Tharindu Dewinda,Ok,5,2023-10-16 05:30:59,2.8.0
Amanuel Seifu,It is the best video game but not butter  than codm,5,2023-10-15 20:28:07,2.8.0
Maher Anas,Very lag game very bad,1,2023-10-15 17:13:24,2.8.0
Sahil Mahir,Do not play this game this game is not for beginners there matches are so many long waste of Time old player addicted if you want to play this your phone specification was very high this game only for made iphone users and android 90 fps phone so try to understand dont play this game,1,2023-10-15 17:24:31,2.8.0
XP OLALA,but l donot get free UC,4,2023-10-15 17:33:02,2.8.0
Alishan Batti,Helps,5,2023-10-15 17:39:16,2.8.0
Rai Saqib,When I change my link a problem coming of environment how to solve this problem,1,2023-10-15 18:05:38,2.8.0
Saad Abbasi,Best game of world,5,2023-10-15 18:09:47,2.8.0
Okafor Gideon,Nice game,5,2023-10-15 18:11:28,2.8.0
Hashim Khan,The game isnt more interesting Because in every game there are upgraded bots come instead of real enemies So now i am fed up I was addicted of PUBG but now its boring and getting worst every day I request you to minimize bots and lets match with real enemies,1,2023-10-15 18:17:00,2.8.0
Sallu Khan,Koish,5,2023-10-15 18:33:21,2.8.0
Faze Khan Khan,Fazekhan,3,2023-10-15 18:36:54,2.8.0
noufal mohammed,I come back after three years,5,2023-10-15 19:00:57,2.8.0
Ghaffar Butt,Uc price las karo,5,2023-10-15 19:02:51,2.8.0
Abdullah Baig,Pubg took all of my ucWhy did you do this i had 570uc then they became 540 and Now they are 240  Can you plz give me back my uc i have no more money to buy them plz plz pubg give me back my uc Plzzzzzzz,1,2023-10-15 19:06:36,2.8.0
Asad Khan,Yas,5,2023-10-15 19:09:05,2.8.0
مهند العريبي,    ,1,2023-10-15 19:11:28,2.8.0
شان عالم شانی,Time passsss,1,2023-10-15 19:12:00,2.8.0
Jani Sain,Best game,5,2023-10-15 19:20:44,2.8.0
kabir moiz,PLS pubg think for low device player so much lag bad event,5,2023-10-15 19:34:19,2.8.0
Matthew Donaldson,This game sucks Tons of glitches and random bugs I would give a zero if possible The game doesnt even tell you how to do things Constant random bs,1,2023-10-15 19:36:18,2.8.0
Yasin Arafat,       ,5,2023-10-15 19:45:16,2.8.0
gift kamasula,it is a good game with good graphics,5,2023-10-15 19:45:21,2.8.0
Caitlyn Williams,It is the best game ever,5,2023-10-16 05:09:23,2.8.0
Intiyaz Miya,Nice ,5,2023-10-16 05:53:22,2.8.0
Tun Tun,I like pubg ,5,2023-10-15 16:37:43,2.8.0
Ali AKBAR RAJPUT,Use full pubg but ping high problem that solve pubg mobile,5,2023-10-16 10:35:08,2.8.0
Eren BK,Best game,5,2023-10-16 10:51:02,2.8.0
Aayan JF,Please fix the login issue my Internet is working perfectly fine but when ever I try to login my account its keep saying that login again after 234 seconds,1,2023-10-16 11:06:21,2.8.0
Abdul aziz Safi,This game is great the facilities are also nice cause it has many ways to have fun from your time without any depression and stress when I play this game I will get relax and this is all all the best to Krafton and level Infinite,4,2023-10-16 11:06:36,2.8.0
Iqbal Arbi,new game,5,2023-10-16 11:06:52,2.8.0
arjun Mejio,GANAHAN KO,5,2023-10-16 11:29:50,2.8.0
Urtnasan Gvndsambuu,  ,5,2023-10-16 11:44:25,2.8.0
Beetle Canine362,I love this game started playing it in 2019 such an nostalgia I really enjoy it The main problem I havent play yet for a while since having several school works But I still love this game until now,5,2023-10-16 11:54:28,2.8.0
Ahmad Arash,Yo This game is awesome,5,2023-10-16 12:00:35,2.8.0
Zain Ali,Good,1,2023-10-16 12:06:07,2.8.0
Ramudgar Mht,PUBG mobile my best game this is so smooth and awesome graphics,5,2023-10-16 12:14:05,2.8.0
Hla Hla Win,I love this game,5,2023-10-16 12:26:41,2.8.0
Gyembo La,I like this game very much ,5,2023-10-16 12:37:24,2.8.0
MARY ANNE Laurente,Its very nice game,5,2023-10-16 12:39:37,2.8.0
M Qᴀsɪᴍ (‫لاڈلہ‬‎),Very Very GooD GamE This is a bigest game in the World,5,2023-10-16 13:05:50,2.8.0
Naing Win,give me m416 ice skin,5,2023-10-16 13:22:59,2.8.0
Galapon Jefferson G.,I have a suggestion add an option to change the resolution because of the device that im using xiaomi pad 6 the resolution of the game is low and pixelated unlike in an ipad,4,2023-10-16 13:39:55,2.8.0
Abdullah Lodhi,The game is very high graphics fully optimize game iam playing this game after 5 years but my account RDX demon is hacked but pubg helped me give my account back thanks allot love from pakistan pubg developer,5,2023-10-16 13:41:12,2.8.0
Shayan Ghpp,Best game,5,2023-10-16 13:45:54,2.8.0
Kamran Khan,Please bro give me m416 Glacier please ,1,2023-10-16 14:00:23,2.8.0
Thu Htet Aung,Me now download,5,2023-10-16 14:18:05,2.8.0
purewtsend t,the best,5,2023-10-16 14:18:18,2.8.0
Feranmi Osifeso,Keeps stopping on my phone Why,1,2023-10-16 10:42:47,2.8.0
Aeron Dominic Apita,This game is very fun and amazing effectsskinsguns skin,5,2023-10-16 10:23:49,2.8.0
RICHARD VELASQUEZ,Cant play,1,2023-10-16 06:21:19,2.8.0
Mahabub Sohel,It is a special game to me,5,2023-10-16 09:43:45,2.8.0
Cooh Conalius,Update 28 zombie make me feel bored,1,2023-10-16 06:25:35,2.8.0
Rosemay Manuel,It is so fun that and makes me wanna play it all day Also it makes me feel no stress about anythingIt makes me feel not to worry about my friends and I never feel bored when I played it Also when Im sad all I do is play it inorder for me not to think about it again,5,2023-10-16 06:53:27,2.8.0
Joshua Hankope,Good game I enjoy playing it,5,2023-10-16 07:02:49,2.8.0
Maasai designs,Please put recall towers on all mapswhy only erangel and livik The game is more fun if we know our team mates are going to recall us when we get a wild shot,4,2023-10-16 07:19:00,2.8.0
Muhammad Hassan,It is real life type game Everyone can feel real life to play a pubg mobile but i want to become a pubg partner Therefore i want to get pubg partner title please,5,2023-10-16 07:19:09,2.8.0
Syed raza shah Naqvi,Best,3,2023-10-16 07:44:35,2.8.0
Abdul Samad,This Good game,5,2023-10-16 07:45:34,2.8.0
Mubashir Khan,Now you see the power of islam,5,2023-10-16 07:55:54,2.8.0
Mwaqas Ahmad,Best,5,2023-10-16 08:05:31,2.8.0
Shamsun nahar,I play this game but i cant better experience this game the fps was too low please after update you fix this my mobile support 20 fps onlyplease do something for support 60 fps,1,2023-10-16 08:10:11,2.8.0
Aik To,saitaiuu,5,2023-10-16 08:14:47,2.8.0
Ãhmęd Hîbâ,   ,5,2023-10-16 08:19:10,2.8.0
Muhammad jbbar,Goals Hebrew,5,2023-10-16 08:34:13,2.8.0
Zain Ali,Dear PUBG youre requested to add some Exclusive Muthic dresses in RP like Occult Sorcerer Set,4,2023-10-16 08:35:36,2.8.0
Sachy__alfaz,Brilliant ,5,2023-10-16 08:35:50,2.8.0
Ziyad Hüseynzadə,KNG GAME,5,2023-10-16 08:37:22,2.8.0
SANTOS,I like this game it is very good and enjoyable but if u go disconnected for sm time in a ranked match theyll minus a huge number of rank and will kick u out of the match sorry to say but dis game doesnt give any fair rank drop compensation over all its good and enjoyable in unranked and arena matches for ranked i suggest other games like COD and Fortnite but for arena matches this game is amazing especially the gun game mode is my fav love it,3,2023-10-16 08:49:43,2.8.0
Abid Ullah,                    ,1,2023-10-16 09:23:32,2.8.0
Theresa Cadotte,I keep getting disconnected and completely kicked out of the app during a match as well,2,2023-10-16 09:37:18,2.8.0
Talordan Dacul,Nice,5,2023-10-16 09:41:19,2.8.0
Hammad Zada,Plz demon slayer update plz request to you,5,2023-10-16 09:42:32,2.8.0
June Austin,love this game,5,2023-10-15 17:05:41,2.8.0
alzahera hani,Beautiful ,5,2023-10-15 16:30:23,2.8.0
Edward Ssail,Good,5,2023-10-15 07:27:32,2.8.0
Redden Paul G. ESTARES,What is happening on this game I cant even play this game because of request failed thing and the game keep telling me to relog in to fix it when I did it it still doesnt work Pls fix this issue as fast as possible,1,2023-10-15 07:34:26,2.8.0
Asif Rana,What a amazing and great game ,5,2023-10-15 07:53:50,2.8.0
Malina Chhettri,So good world famous game pubg mobile,5,2023-10-15 08:19:40,2.8.0
afkar muqri,miss the old vibes MCO ,5,2023-10-15 09:04:07,2.8.0
Malik Abdullah,I love this game,5,2023-10-15 09:10:30,2.8.0
Peter Thomas,I love the game is really nice,5,2023-10-15 09:24:07,2.8.0
Yasir Khan,Sghajavsb shabjjg,1,2023-10-15 09:29:39,2.8.0
Umer MOHAL,This update Very bad update of pubg,1,2023-10-15 09:37:00,2.8.0
Burhan Sied,BGM best game ever,5,2023-10-15 09:37:08,2.8.0
Abdullah Shafiq,Phuck,5,2023-10-15 09:37:41,2.8.0
Zeeshan Ali,2years,5,2023-10-15 09:46:27,2.8.0
Dadu Dharne,Mera pubg chalu nahi ho rahe he help me,1,2023-10-15 10:00:29,2.8.0
Norman Caesar Quicho,Bug fixed,3,2023-10-15 10:10:49,2.8.0
LAR BWE,good,5,2023-10-15 10:14:19,2.8.0
Ariel Andagon,Maka laoro,5,2023-10-15 10:22:43,2.8.0
Jhonrevin Atay,I hope I got M416 classierfor my birthday gift,5,2023-10-15 10:23:11,2.8.0
Noman Khan,Game achi hein lekin ismy ikk glitch hein pochinki utr thy hein automatically lobby ajata hu,4,2023-10-15 10:30:24,2.8.0
Oppo Khan,Iam playing for 5 years and its so good you want to try this game,5,2023-10-15 10:31:51,2.8.0
EZY Jay,Please tencent Please give 90Fps for Poco f3  For any device have 90hz and 120hz my device have 120hz and Snapdragon 720 But still dont have 90fps Please fix this tencent  Level Infinite PubgMobileGlobal,1,2023-10-15 11:00:08,2.8.0
Saadi Khan,Ultimate set and link wash remove from all over the world,2,2023-10-15 07:28:13,2.8.0
ghulam mustafa,It is best game but its wedge are not providing correct information about friends online or offline,5,2023-10-15 06:45:10,2.8.0
MD Yeasin,Old graphics is best,4,2023-10-15 11:18:37,2.8.0
ANNAS BILAL GONDAL,After new update pubg was very laging and voicespeaker and volume glitch please fix it,1,2023-10-15 06:39:53,2.8.0
ko aung,Ilike this battel,5,2023-10-15 03:29:12,2.8.0
Ibrahim Khan,Trance game One time open to Nat close,5,2023-10-15 03:54:40,2.8.0
Raja hammad,pubg means popug,5,2023-10-15 03:59:25,2.8.0
zubair Khan,Please pubg mobile m416 glacier give me plz thanks  you,5,2023-10-15 04:23:31,2.8.0
Arif Ali,The game pubg is my dress and preimum guns why not per update new game,1,2023-10-15 04:28:03,2.8.0
Francois Barnard,I bought a lucky draw 10 coopon from bupg now I cant use it has a watch counting down bud no use option please xplain wats happening their,5,2023-10-15 04:35:35,2.8.0
Muhammad Noman,This is time waste game  Don not download this game,1,2023-10-15 04:48:56,2.8.0
Tataa nuraini,Good,5,2023-10-15 05:01:21,2.8.0
Shakeel Durrani,Rafay,5,2023-10-15 05:03:59,2.8.0
Haseen Panhwar,Beautiful ,5,2023-10-15 05:05:35,2.8.0
zabitgaming07,Pubg mobile waalo kuch to acchi cheez lai ker aawo na boasri k olaad  barwai kahi k,5,2023-10-15 05:06:57,2.8.0
Fahad Ali,PUBG MOBILE 09 update ,5,2023-10-15 05:16:09,2.8.0
Tsho Phel,Nice game,5,2023-10-15 05:27:42,2.8.0
rkshop rk,ok,5,2023-10-15 05:51:14,2.8.0
Hadbaatar Erdem,nic,5,2023-10-15 05:54:43,2.8.0
AL BRO,fef,1,2023-10-15 06:05:45,2.8.0
Thaw Zin,pubg good,5,2023-10-15 06:09:00,2.8.0
Adp Dwi purwanto,Game apa ini  gatcha peti klasik dapat ampass mulu  dri s16 dapat ampas trus sekali m4 glacier lah taii  Ngambil untung trus gak mau rugii asli taii  Gak bergunaaaa ,1,2023-10-15 06:12:19,2.8.0
Yar Zar,Its not easy to play,1,2023-10-15 06:34:36,2.8.0
hasnain gorcha,Very good game for everyone i like this game,4,2023-10-15 06:34:56,2.8.0
Natasha Nadeem,Good game,5,2023-10-15 11:14:00,2.8.0
Yoshiyuki Narata,I enjoy playing PUBG PERFECT game,5,2023-10-15 11:19:07,2.8.0
Tafadzwa,Best battleroyal game ever,5,2023-10-15 16:24:42,2.8.0
Ali Parvez,good game,5,2023-10-15 14:17:47,2.8.0
Meer Hayam,Hi Tencent iam facing a problemWhen i use any sniper rifle in tdm my character starts to move very slowly ,1,2023-10-15 14:26:36,2.8.0
Munkhsaikhan B,As lagging i would like to rate this game as 5 stars because this is the best mobile game ever made,5,2023-10-15 14:28:01,2.8.0
Asadullah Chandio,Pubg is the best of the world i love pubg,5,2023-10-15 14:32:16,2.8.0
U Chit Shwe,Very happy to play,5,2023-10-15 14:35:31,2.8.0
Muhammad Fahad,Pubg plizzzzzz give me uc ,5,2023-10-15 14:36:25,2.8.0
Kadek Faris,Server nya apa sinyal nya min kok server time out trus,5,2023-10-15 14:45:12,2.8.0
Wine Chit,Good game nice play nice pubg,2,2023-10-15 14:55:18,2.8.0
Mg Mg,i love pupg,5,2023-10-15 14:59:37,2.8.0
Sufiyan khan,My love ,5,2023-10-15 15:03:46,2.8.0
Morteza,Please add 90 fps,4,2023-10-15 15:05:19,2.8.0
Rayyan Ng,I like this game is so good one thing I want can you bring back tencent,5,2023-10-15 15:22:02,2.8.0
Huzaifa Faraz,PUBG MOBILE Is An Excellent Battle Royal Game For Androids Or PC 5 Stars Rating From SCOOBY Playz Love  Pubg Mobile ,5,2023-10-15 15:27:47,2.8.0
nhlamulo Mabunda,Love it,5,2023-10-15 15:38:11,2.8.0
Muhammad Basit Basit,Very interesting,5,2023-10-15 15:43:11,2.8.0
Natneal Abdiu,Its good game,5,2023-10-15 15:47:38,2.8.0
Muntzar Ali,Good,5,2023-10-15 15:54:35,2.8.0
NAY MIN NYI NYI,so good,5,2023-10-15 16:04:20,2.8.0
Pems Wangchuk,So interesting game,5,2023-10-15 16:12:02,2.8.0
Mohsine Khalfadir,Used to be the best  now the Worst game ever ping unplayable 600,1,2023-10-15 16:16:33,2.8.0
Kamran Khokhar,PUBG GOOD,5,2023-10-15 16:23:20,2.8.0
Rizky Fikry Fadillah,i hope to delete aim assist fiture,1,2023-10-15 14:20:02,2.8.0
Hamid Ali,The my favrat game,5,2023-10-15 14:09:55,2.8.0
Pyae Sone,It is too good,1,2023-10-15 11:21:43,2.8.0
Bakhita Maame Aba Hans-Jorie,Nice game,5,2023-10-15 14:02:02,2.8.0
Dondoq Guzman,Not open,2,2023-10-15 11:30:08,2.8.0
Aian Edpalina,Ban my account,1,2023-10-15 11:30:09,2.8.0
Shoaib Shah,My pubg account update Nahin ho raha hai pubg walon,5,2023-10-15 11:30:54,2.8.0
joshua sapad,Playing more than 3years now,5,2023-10-15 11:31:28,2.8.0
M Abuzar Gafari,My favorite game,5,2023-10-15 11:32:03,2.8.0
Khan Khan123,Please comeback old season please ,5,2023-10-15 11:48:25,2.8.0
Toe Aye,Good update,5,2023-10-15 11:52:27,2.8.0
koko koko,ko htet,5,2023-10-15 12:11:21,2.8.0
Tayyab Raza,its very good game I Love it,5,2023-10-15 12:23:48,2.8.0
Kashif Durani,Very best but can anyone tell me how to get colored weapons plz tell me this tip In which level we can get colored weapons,5,2023-10-15 12:24:08,2.8.0
Faizan Ali,Best game ,5,2023-10-15 12:26:19,2.8.0
Jaweri,This game is my favourite game i  pubg lite and pubg mobile ,5,2023-10-15 12:27:07,2.8.0
Mrwan Mohamed,Bad,1,2023-10-15 12:43:45,2.8.0
Hinata Shoyoo,Yah give me more skin M416 skin ice tq,5,2023-10-15 13:07:16,2.8.0
EM Zain,We have detected somethinge with your current network environment which may result in matchmaking failure and higher combat latency we recommend that you switch to a different network or chack your network befour trying again start the name anvwav ,5,2023-10-15 13:24:58,2.8.0
Sivashan Chetty,I was having difficulty logging on and pubg responded to the issue and gave free rewards amazing ,5,2023-10-15 13:25:13,2.8.0
Herry “GALEN” Galen,Its good not laggy an hard thank you ,5,2023-10-15 13:25:52,2.8.0
SLH DANGER YT,Best,5,2023-10-15 13:29:58,2.8.0
Salvatore Stabile,Rigged and filled with cheaters,1,2023-10-15 13:38:21,2.8.0
Zidi Rajpoot,Ver y nyc game,1,2023-10-15 13:43:19,2.8.0
Zohaib Mughal,Pubg game plazz my facebook account login,5,2023-10-15 13:55:11,2.8.0
Lin Htet, ,2,2023-10-16 14:21:30,2.8.0
Luiz Hermen,please fix the problem directly in this game i have experienced lagging when playing pubg in a match i hope u can read this ,2,2023-10-16 14:26:06,2.8.0
Tahla Tahala,Talha shah,5,2023-10-16 14:39:00,2.8.0
Jam Saddam,Well play game no need other gam,5,2023-10-17 17:14:48,2.8.0
Zafar Raja,Awesome game,5,2023-10-17 17:30:19,2.8.0
Chill Doug,Why is it when you disconnect from a game if it doesnt show you reconnect you cannot join again,1,2023-10-17 17:31:56,2.8.0
khalil Ludin,god bless ,5,2023-10-17 17:33:37,2.8.0
Shayan Khan,This gAme is very Good but the last update in server issues please fix this issue,1,2023-10-17 17:35:03,2.8.0
Salamat Masih,Nice game,1,2023-10-17 17:45:39,2.8.0
MURE KHOW,2019 PUBG mobile best gameplay  But 2023 this time this game not fun ,2,2023-10-17 17:57:33,2.8.0
A Google user,Best game in the world not best in the world not a game its emotion,5,2023-10-17 18:00:44,2.8.0
Chigozie Ndubuisi,Im not sure that will be any game that can be like PUBG so I give it five star,5,2023-10-17 18:20:39,2.8.0
Muhammad Abu Bakar,This game is freedom to prove yourself if you have enough resources,5,2023-10-17 18:23:40,2.8.0
Ali Bhai,Plz open new account,5,2023-10-17 18:32:35,2.8.0
Israr sahab israr sahab,Bad,1,2023-10-17 18:49:15,2.8.0
Tariq Khan,Nice game,5,2023-10-17 18:51:19,2.8.0
Hamdan Ali,Best game,5,2023-10-17 18:55:41,2.8.0
Faheem Dilshad,Time wasting,1,2023-10-17 19:08:52,2.8.0
Karim Ibrahim,I like everything in this game but the new zombie mode is not good I prefer to change it as fast as you can plz,5,2023-10-17 19:16:01,2.8.0
Abid Iqbal,PUBG mobile is very hard and very interesting game  Game play with friends talk  And very nice mapes and nice event Thank you PUBG,5,2023-10-17 19:19:08,2.8.0
gujjar badshah,gujjarbbabu 47,5,2023-10-17 19:39:42,2.8.0
Monterio M,This game is beginning be to sorry as you know what They ALLOW CHEATERS AN HACKERS UP HERE YOU REPORT PROBLEMS AND NOTHING IS DONE ABOUT IT IVE SHOT ENTIRE MAGS AND THE OPPONENTS DONT DIE YET IM THE ONE WHO GETS TAKEN OUT DO BETTER PUBG AND FIX YOUR GAME,2,2023-10-17 19:41:42,2.8.0
Kaleab Tamene,Why not it isnt work on infinix,2,2023-10-17 19:43:05,2.8.0
Slavi Chakarov,Good game  ,5,2023-10-17 19:51:24,2.8.0
mohammad sadre alam,I am not using also I delete my account because not support Philistine,1,2023-10-17 17:24:02,2.8.0
Suleman Vishal,Impressive,5,2023-10-17 17:10:18,2.8.0
Afzaal Tabassam,Cannot running game,5,2023-10-17 17:09:06,2.8.0
Mario Nnnbbvv,We want a rare weapon name ACVAL,5,2023-10-17 14:19:13,2.8.0
Haider Ali,Please pubg mobile give me a uc 100,5,2023-10-17 14:26:46,2.8.0
Dildar Ali,Game to achi hy maghar game my banda auto rok gata hy,5,2023-10-17 14:33:30,2.8.0
Singa Jutt,OK,5,2023-10-17 14:39:15,2.8.0
Asif Ali,AFTER THE UPDATE  I CANT EVEN LOGIN INTO THE GAME  I RE INSTALLED IT 8 TIMES ITS THE SAME  NONE OF THE ORIGINAL  Very sorry I am editing this post that there was a issue in their server and now its running smoothly and sorry for the post,5,2023-10-17 14:43:11,2.8.0
Kunta,Beat,5,2023-10-17 14:53:00,2.8.0
Jles kales,Thise is my life,5,2023-10-17 15:10:56,2.8.0
Muslim Asad,Wow hart broken gams,5,2023-10-17 15:27:26,2.8.0
Shan Tatu,The game is being dirty day by day ,2,2023-10-17 15:41:22,2.8.0
Thazin Oo,ThuHtetAung,5,2023-10-17 15:44:59,2.8.0
Abdullah Rizwan, ,5,2023-10-17 16:02:24,2.8.0
TTG MOBILE,Good,5,2023-10-17 16:13:17,2.8.0
Chathu Ranga,Superb game,5,2023-10-17 16:23:49,2.8.0
M Ahmad,Nice,5,2023-10-17 16:29:06,2.8.0
Azeem Iqbal,Im stuck at updating download list,1,2023-10-17 16:36:12,2.8.0
Amin Khan,I love you pubg   ,5,2023-10-17 16:39:04,2.8.0
Ali Raza (‫بادشاہ‬‎),Thats very nice and enjoyful game I play daily and am very good fell to play this,5,2023-10-17 16:39:22,2.8.0
Braindey Seema,I did my luck to draw m416 glacier with my last uc but nothing So it is the last i spent my money to by uc Its make me so upset,2,2023-10-17 16:43:50,2.8.0
Afzaal ahmed,Good game,5,2023-10-17 17:03:55,2.8.0
Shahzad Hussain,naice game this pubg mobile,5,2023-10-17 17:07:02,2.8.0
Ahmed Iqbal Ahmed Iqbal,Good game,5,2023-10-17 17:07:53,2.8.0
Major Mohsin,zombies theme is very worst change this theme earliyer very very very bad zombies theme,1,2023-10-17 20:12:47,2.8.0
Juniel Peralta,U Ii III I over Ill,5,2023-10-17 20:30:47,2.8.0
JOKERS GAMER,Remove all sexual behaviors of characters Islam zindabad,1,2023-10-16 14:47:49,2.8.0
LUCEÑO LLOYD M.,I love this app,5,2023-10-18 04:11:06,2.8.0
Ernest mensah,Please the update is full of bugs please fix it,5,2023-10-18 04:25:53,2.8.0
Bhi Jaan,Nice game,2,2023-10-18 04:40:42,2.8.0
Lin so,Good quality,5,2023-10-18 04:49:14,2.8.0
Measam Abbas,Best game in my life,5,2023-10-18 04:50:55,2.8.0
Layne Chambers,Best game next to gaming consoles,5,2023-10-18 05:27:49,2.8.0
Muhammad Fadhil,Please fix this game because I use shotgun Headshot not die and I die please give back tencent not krafton,3,2023-10-18 06:29:28,2.8.0
Fahim Faysal,Whenever i exit from a match Game crash everytime Using Google pixel 7,1,2023-10-18 06:35:21,2.8.0
Itx HAMMAD,Outstanding Game In the Word History I played previous years I want some support from Pubg Mobile on my YouTube channel and others my social accounts,5,2023-10-18 06:52:50,2.8.0
J B,Its cool if you ever get into a game usually take 15 mins for metro to start,1,2023-10-18 06:53:28,2.8.0
Danyal Dani,I love pubg mobile,5,2023-10-18 07:00:11,2.8.0
Mark Vergara,Good quality,5,2023-10-18 07:11:40,2.8.0
Nadeem Shah,Very Best Game in PUBG MOBILE,5,2023-10-18 07:32:20,2.8.0
Laraib bibi,I Love PUBG,5,2023-10-18 07:39:04,2.8.0
dana Kata Jin,One of the best game in my life,5,2023-10-18 07:43:54,2.8.0
Kaung Myat,good,5,2023-10-18 07:56:25,2.8.0
official Drd,This is the best mobile game but because of the poor server connectionit made me really angry I almost broke my phone and the worse part is that Ive been playing it for years sometimes the connection is perfect to play but sometimes youll feel like deleting the game please fix the server connection they make the game choppy theres no other game like PUBG We need an African server please,3,2023-10-18 08:01:35,2.8.0
Rana Muavia,Nice game for fun,4,2023-10-18 08:18:38,2.8.0
Chris Jericho Pablo,Please give me the glacier,5,2023-10-18 08:19:02,2.8.0
Ch Nabeel 370,Good,4,2023-10-18 08:32:01,2.8.0
Umar Farooq,This game was a very good,5,2023-10-18 08:42:48,2.8.0
meer meerali,Magsi hu yarr,5,2023-10-18 08:46:02,2.8.0
Abdul Hai,I like this game,5,2023-10-18 04:22:32,2.8.0
Syed Hasnain Kazmi,Nice game,5,2023-10-18 04:07:03,2.8.0
Mohsin King,I love pubg mobile,5,2023-10-17 20:37:49,2.8.0
Teddy٭,one day it crashed on my chromebook too many times then i hit the screen very hard and the touch screen is not working nownow ineed a phone,1,2023-10-18 03:54:54,2.8.0
MALEK,The game is unfair to help some players hows for sure payed the game lag exactly when you fight those players its a shame,1,2023-10-17 20:55:04,2.8.0
ZIZO Gaming,My favorite game ,5,2023-10-17 20:55:14,2.8.0
Hamza Nadeem,This is very interesting game,1,2023-10-17 20:55:14,2.8.0
Rasel Mzayn,Please bring back old map ,5,2023-10-17 21:25:22,2.8.0
Sufyan Malik,Emotions ,5,2023-10-17 21:35:44,2.8.0
gulista shaikh,Nice ,5,2023-10-17 22:41:42,2.8.0
Mega gamer,         ,1,2023-10-17 22:55:36,2.8.0
Rehman Rajput,I love pubg world famous number one game only pubg mobile love pubg,5,2023-10-17 23:07:26,2.8.0
Min Thapa,Meen Thapa,5,2023-10-17 23:50:15,2.8.0
Asociacion de Artistas guatemaltecos en USA,Its ok but they need to fix something like the damage of the Misty port Advanced zombies and there health This is for the Metro Royal Mode  other than that the game is really good and very fun to play,3,2023-10-17 23:52:57,2.8.0
Franc Frost (defost),A good online gaming platform,5,2023-10-18 01:19:16,2.8.0
Ryan Abigania,Its good,5,2023-10-18 01:21:46,2.8.0
Altantsetseg Dorjpvrew,like,5,2023-10-18 01:36:10,2.8.0
Ana Ozil,     ,5,2023-10-18 01:40:16,2.8.0
Hassanin Zafar,Cu,5,2023-10-18 02:07:06,2.8.0
Ryhim Isahak,Pubg is better than free fire,5,2023-10-18 02:43:01,2.8.0
Mana Mana,Good,5,2023-10-18 02:45:19,2.8.0
Fenris Kieffer,Best battle royal fpspvpmpo in the market imp Absolutely amazing experience ,5,2023-10-18 03:22:06,2.8.0
Arif Mallah,Nice ,5,2023-10-18 03:39:15,2.8.0
Dream Pubg,not good,1,2023-10-17 14:18:10,2.8.0
Jamal admane,Good,5,2023-10-17 14:16:46,2.8.0
Mobassir Dalim,Our eomotions,5,2023-10-17 14:09:26,2.8.0
Eyad Gouda,      ,5,2023-10-16 18:45:46,2.8.0
Fady Saad,Best game Ive ever played in my life,5,2023-10-16 19:01:07,2.8.0
Create Asim,please make sure 360uc for royal pass becouse 720uc to much expensive for royal pass please,1,2023-10-16 19:17:35,2.8.0
Sha Mil,Its not for children,1,2023-10-16 19:30:13,2.8.0
Fairuz,nc game,4,2023-10-16 21:06:57,2.8.0
YB Young Boy,No lag hack file make pubg team,1,2023-10-16 21:29:51,2.8.0
Tsigachuk Tsigachuk,This game is so sick and I realit game than free fire PUbg mobile is The bestl,5,2023-10-16 21:39:58,2.8.0
RAHAT GAZI,Good,5,2023-10-16 21:51:15,2.8.0
